Drama Name,Episode No#,URL,Sentence No,Start Time,End Time,Urdu Sentence,English Sentence
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,18,00:02:45.060,00:02:47.340,سکول بھی عجیب ہے۔,"school people are also strange,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,19,00:02:47.340,00:02:49.450,میڈم,madam
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,20,00:02:49.450,00:02:55.920,[موسیقی],[Music] Take
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,21,00:02:55.920,00:02:59.280,یہ لیں اور ہاں,"this and yes,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,22,00:02:59.280,00:03:01.740,کیا سنا، پڑھائی میں کوئی کمپرومائز ٹھیک نہیں۔,"listen, no compromise in studies, okay"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,23,00:03:01.740,00:03:04.720,تارا لومڑی کا نتیجہ,Tara Fox result
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,24,00:03:04.720,00:03:06.680,[موسیقی],[Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,25,00:03:06.680,00:03:09.140,انشاء اللہ پورا خاندان ہمارا خیال رکھے گا۔,"Inshallah, the whole family will trust us, they"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,26,00:03:09.140,00:03:15.230,وہ کہتے ہیں۔,say
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,27,00:03:15.230,00:03:23.600,[موسیقی],[Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,28,00:03:23.600,00:03:26.820,کہ چکن وغیرہ کا معاشرہ,"That society of chicken etc., not"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,29,00:03:26.820,00:03:41.600,تم نے کیا کیا دوست,"only you, friend,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,30,00:03:41.600,00:03:46.140,تم بھی چلے گئے,"you also left it,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,31,00:03:46.140,00:03:48.180,اوہ، تم نے کچھ نہیں پیا ہے۔,you did not even drink [
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,32,00:03:48.180,00:03:51.840,[موسیقی],Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,33,00:03:51.840,00:03:57.570,آپ نے کر دیا جناب,"Sir, you did it, my love"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,34,00:03:57.570,00:04:10.460,[موسیقی],[Music] Take the
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,35,00:04:10.460,00:04:13.440,پوزیشن لیں اور جعلی میٹرک بھی دیں۔,"position and give a fake matriculation also,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,36,00:04:13.440,00:04:16.460,پھر شاید کہانی,then maybe the story is that
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,37,00:04:16.460,00:04:18.860,والدین ایسا نہیں کرتے,"parents don't do this, roaming in"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,38,00:04:18.860,00:04:28.090,گھومنا ایک جگہ ہے اور پینا دوسری جگہ ہے۔,one place and drinking at another place
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,39,00:04:28.090,00:04:35.250,[موسیقی],[Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,40,00:04:35.250,00:04:42.790,[موسیقی],[Music] [Music
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,41,00:04:42.790,00:04:52.920,[موسیقی],]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,42,00:04:52.920,00:05:02.480,[موسیقی],[Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,43,00:05:02.480,00:05:06.420,مجھے بھوک نہیں ہے، اگر آپ نہ کھائیں تو,"I don't feel hungry, if we don't eat, then"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,44,00:05:06.420,00:05:08.820,تم ٹیسٹ کیسے دو گے یاد ہے بابا نے کیا کہا تھا؟,"how will we give the test, do you remember what Baba had"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,45,00:05:08.820,00:05:15.080,کہا,"said,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,46,00:05:15.080,00:05:17.880,نہیں، میں ان کی توقعات سے ڈرتا ہوں۔,"I am afraid, if I fail because of their expectations, then"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,47,00:05:17.880,00:05:20.340,اگر آپ ناکام ہو جاتے ہیں تو آپ کو اپنے ذہن سے خوف کو نکال دینا چاہیے۔,you should remove the fear  Let's get it out of our mind
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,48,00:05:20.340,00:05:23.040,اسے باہر نکالو، میں نے اس کے بارے میں سوچا لیکن اسے نہیں دیکھا,ok-ok I have thought I hadn't seen you
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,49,00:05:23.040,00:05:25.500,پھر تم پہلی بار میرے ساتھ تھے۔,then it was my first time
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,50,00:05:25.500,00:05:28.800,آپ کو کتنے تحفے ملے اور کس تاریخ کو ملے؟,how many gifts did they get and bye what was the date
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,51,00:05:28.800,00:05:31.260,ہاں ایسا ہوا کہ تم چشمے پر نہیں تھے۔,yes you don't
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,52,00:05:31.260,00:05:34.200,کہانی دباؤ کو برقرار رکھتی ہے اور چچا کے ساتھ الٹا ہوتا ہے۔,put any story pressure on the shower and on the contrary
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,53,00:05:34.200,00:05:36.540,دیکھو، سونی بھی رات کو چیک نہیں کرتا,look at uncle at night even Sony doesn't check whether
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,54,00:05:36.540,00:05:38.540,میں اسے معذرت کے ساتھ پڑھ رہا ہوں۔,I am studying or not sorry
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,55,00:05:38.540,00:05:49.400,[موسیقی],[Sangeet]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,56,00:05:49.400,00:06:12.620,[موسیقی],[Sangeet]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,57,00:06:12.620,00:06:16.620,لبنیٰ میڈم ایک بات یقینی ہے۔,Lubna madam one thing is for sure my
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,58,00:06:16.620,00:06:19.200,اس بار بیٹیوں نے تم سے زیادہ نمبر لیے ہیں۔,daughters this time scored more marks than you
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,59,00:06:24.410,00:06:34.940,[موسیقی],[Sangeet] they are also
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,60,00:06:34.940,00:06:38.100,آپ اس طرح مصروف ہیں، اور صرف کھانے کے بارے میں پوچھیں,busy like this and don't even ask about the food
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,61,00:06:38.100,00:06:40.980,نہیں چچا مجھے سنگر بنائیں، چچا بریانی بنائیں,uncle make a singer uncle make biryani
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,62,00:06:40.980,00:06:43.380,دو چچا یہاں کچھ پاستا بناتے ہیں وہ کہتے ہیں۔,uncle make pasta here they say
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,63,00:06:43.380,00:06:52.410,اگر میں وہاں دکھاؤں تو مجھے بتائیں,I will present them there then tell me
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,64,00:06:52.410,00:07:02.390,[موسیقی],[Sangeet]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,65,00:07:02.390,00:07:22.640,[موسیقی],[Sangeet]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,66,00:07:22.640,00:07:25.560,کیا آپ کرکٹ کھیل رہے ہیں؟,you are playing cricket
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,67,00:07:25.560,00:07:27.720,کل تمہارا امتحان ہے، تم اتنے لاپرواہ کیوں ہو؟,tomorrow your exam is so careless
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,68,00:07:27.720,00:07:30.420,چچا احمد 15 منٹ میں یہاں آ جائیں گے آپ لوگ۔,uncle Ahmed comes in just 15 minutes you people are not at all
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,69,00:07:31.760,00:07:35.340,تم مجھے آوارہ بنا دیتے ہو، خود پڑھائی میں کیوں نہیں گھومتے؟,loitering in less time you neither do you study yourself
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,70,00:07:35.340,00:07:38.460,ہاں تم مجھے اس طرح پڑھنے دو، کرکٹ میچ دیکھو,nor do you let others study like this look don't waste
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,71,00:07:38.460,00:07:41.220,اپنا وقت ضائع نہ کریں بلکہ اپنا مستقبل بنائیں,your time by playing cricket rather
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,72,00:07:41.220,00:07:44.400,آئیے اس سے بھی بڑا سوچتے ہیں۔,think about your future
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,73,00:07:44.400,00:07:48.540,اور اس پر اپنا وقت ضائع نہ کریں۔,and don't waste time for this also from
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,74,00:07:48.540,00:07:50.400,آج کے بعد تم دونوں مجھے یہاں نہیں دیکھو گے۔,today onwards you both won't see me here
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,75,00:07:50.400,00:07:53.880,ہاں ٹھیک ہے آپ سمجھ گئے,okay I have understood you both
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,76,00:07:53.880,00:07:57.240,چلو اب چلتے ہیں اسے نکالتے ہیں۔,let them go now whatever you want to do come out if you
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,77,00:08:01.820,00:08:33.850,میرے ساتھ چلو,want come with me
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,78,00:08:33.850,00:08:38.520,[موسیقی],[Sangeet]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,79,00:08:38.520,00:08:41.280,مجھے ایک سیکنڈ دیں اور پڑھنے بیٹھ جائیں۔,And sit down to study
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,80,00:08:41.280,00:08:42.900,اور آج سے میں تم سے بات کروں گا۔,and from today onwards I will
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,81,00:08:42.900,00:08:45.960,کرکٹ کا نام نہ سنیں۔,"not hear the name of cricket from your mouth,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,82,00:08:45.960,00:08:49.240,اب یہاں کیوں کھڑے ہو؟,why are you standing here now?
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,83,00:08:49.240,00:08:53.000,[موسیقی],[Sangeet] You know how to do
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,84,00:08:53.000,00:08:56.520,یہ جانتا ہے کہ اسے کیسے کرنا ہے، ہم کیا نہیں کرتے,"it, what don't we do"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,85,00:08:56.520,00:08:57.730,مستقبل کے لیے,for the future
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,86,00:08:57.730,00:09:02.420,[موسیقی],[Sangeet]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,87,00:09:02.420,00:09:05.580,تم کیا کر رہے ہو، میں نے تمہیں کمرے کے باہر بتایا,"what are you doing, I told you not to come out of the room,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,88,00:09:05.580,00:09:08.100,اسے باہر نہ نکالو، پڑھو، وہ پانی پینے آئی تھی۔,"study, she had come to drink water, do"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,89,00:09:08.100,00:09:13.260,جب کوئی ان کو واپس نہیں لینا چاہتا تھا۔,n't take her back when you do
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,90,00:09:13.260,00:09:17.260,مطالعہ نہیں کرنا,n't want to study again
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,91,00:09:17.260,00:09:18.240,[تعریف],[Praise]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,92,00:09:18.240,00:09:29.780,[موسیقی],[Sangeet] I ca
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,93,00:09:29.780,00:09:33.120,میں اپنے دوستوں کے ساتھ کھیل بھی نہیں سکتا,"n't even play with my friends, and on top of that"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,94,00:09:33.120,00:09:36.860,بابا نے اسے دانت بھی دیئے۔,"Baba has given him teeth, he has started doing this,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,95,00:09:36.860,00:09:40.680,میں ایک بات کا ذکر کرنے گیا ہوں اور پھر سو جاؤ,"sometimes mentioning one, then another,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,96,00:09:40.680,00:09:42.540,کا کبھی خانو میرا مطلب ہے یہ کیا ہے؟,"sometimes about food, I mean what is this, these"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,97,00:09:42.540,00:09:44.080,شائقین اس طرح بات کرتے ہیں۔,fans talk like this
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,98,00:09:44.080,00:09:51.200,[موسیقی],[Sangeet]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,99,00:09:51.200,00:09:53.880,اور وہ کوئی جسمانی سرگرمی بھی نہیں کرتے,"and they don't even need any physical activity, they"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,100,00:09:53.880,00:10:01.040,میں صرف پہلی پوزیشن نہیں چاہتا,"just want to get the first position,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,101,00:10:01.040,00:10:05.520,رہنے دیں لیکن اگر سب پہلے آجائیں تو,"but if everyone comes first, then"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,102,00:10:05.520,00:10:08.940,دوسرا کون آئے گا؟,"who will come second,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,103,00:10:08.940,00:10:15.500,اچھا چھوڑو ہمیں ایک گیم کھیلنی ہے۔,"ok, forget it, we have to play, pass"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,104,00:10:15.500,00:10:23.070,میرے پاس سے گزرو,me
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,105,00:10:23.070,00:10:46.820,[موسیقی],[Sangeet] you are getting
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,106,00:10:46.820,00:11:15.240,کیا آپ پریشان ہو رہے ہیں؟,"worried,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,107,00:11:15.240,00:11:18.240,تیمور بھائی آپ تیمور کے سر میں کہاں ہیں؟,"Taimur Bhai, where are you, Taimur was having a"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,108,00:11:18.240,00:11:20.580,میں درد محسوس کر رہا تھا، میں ابھی سو گیا، آپ کہتے ہیں,"headache, he is sleeping right now, if you say so, I will wake him up,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,109,00:11:22.760,00:11:25.980,بچے کہاں پڑھ رہے ہیں؟,"where are the children, the children are studying,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,110,00:11:25.980,00:11:29.340,اب یہ میٹھا ہونے والا ہے اور میں 3 سال کا ہوں۔,"dessert is about to be had now, and I"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,111,00:11:29.340,00:11:31.620,امتحان سے ایک ماہ پہلے سب کچھ پیک کر کے,ban everything 3 months before the exams and
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,112,00:11:31.620,00:11:33.660,میں اپنے بچوں کو تعلیم پر کیوں لگاؤں؟,"put the children on studies, why are you"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,113,00:11:33.660,00:11:36.380,سکولوں میں پیسے خرچ کرنے کا کیا فائدہ؟,"spending money in schools, what is the benefit at"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,114,00:11:36.380,00:11:39.240,گھر پر ٹیوشن لیں آپ کے پیسے واپس آ جائیں گے۔,"home  Take tuition, the money will go back, it's"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,115,00:11:39.240,00:11:41.820,یہ ضروری نہیں ہے کہ آپ نہ کریں۔,"not yours, there's no guarantee,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,116,00:11:41.820,00:11:45.980,ہماری نایا کو بہت پسند کیا جاتا ہے، وہ بہت محنتی ہے۔,"our daughter has a lot of likes, she's very hardworking, in fact she will"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,117,00:11:45.980,00:11:49.740,بلکہ اس سال وہ میرا ریکارڈ توڑ دے گی، دیکھو,"break my record this year, you"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,118,00:11:49.740,00:11:52.260,خیر یہ تو اچھی بات ہے کہ خاندان میں کوئی,"'ll see, it's a good thing, someone in the family will"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,119,00:11:52.260,00:11:57.120,ہیرے کا ریکارڈ توڑ دیں گے۔,break Heera's record
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,120,00:11:57.120,00:12:02.350,[موسیقی],[Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,121,00:12:02.350,00:12:12.380,[موسیقی],[Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,122,00:12:12.380,00:12:14.120,[موسیقی],[Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,123,00:12:14.120,00:12:17.280,وہ برداشت کر سکتا ہے، اب وہ مجھے نہیں سمجھتا,"They can tolerate it, now you're understanding what I'm"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,124,00:12:17.280,00:12:19.080,بات,"saying, you shouldn't make"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,125,00:12:19.080,00:12:22.020,دوسروں کے چہرے سرخ دیکھ کر آپ کو اپنا چہرہ سرخ محسوس ہوتا ہے۔,"your face red by slapping it after seeing others' faces red, you should"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,126,00:12:25.020,00:12:27.420,میری بات لے لو,understand what I'm saying
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,127,00:12:27.420,00:12:34.390,[موسیقی],[Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,128,00:12:34.390,00:12:37.340,[ہنسی],[Laughter]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,129,00:12:37.340,00:12:49.440,[موسیقی],[Music] What do
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,130,00:12:49.440,00:12:54.050,آپ کا کیا خیال ہے,you think [Music] [
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,131,00:13:12.720,00:13:21.900,[موسیقی],Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,132,00:13:21.900,00:13:23.780,اسے سخت کرنا چاہتا ہے۔,He wants to get it done
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,133,00:13:23.780,00:13:33.130,[موسیقی],[Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,134,00:13:33.130,00:13:40.460,[موسیقی],[Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,135,00:13:40.460,00:13:43.320,لیکن ہمارے بچوں کو کسی چیز کی ضرورت نہیں ہے۔,But our children do
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,136,00:13:43.320,00:13:44.180,کوئی کمی نہیں ہے۔,n't have any shortage of anything
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,137,00:13:44.180,00:13:47.000,[موسیقی],[Music] she's a
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,138,00:13:47.000,00:13:53.750,نہیں مجھے یہ بہت پسند ہے انشاء اللہ,"lot of likes, inshallah"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,139,00:13:53.750,00:14:03.860,[موسیقی],[Music] you should
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,140,00:14:03.860,00:14:07.080,سونا نہیں پڑھنا چاہیے۔,n't sleep
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,141,00:14:07.080,00:14:09.630,[موسیقی],[Music]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,142,00:14:09.630,00:14:11.480,[تعریف],[Praise]
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,143,00:14:11.480,00:14:15.180,[موسیقی],[Music] [
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,144,00:14:15.180,00:14:19.530,[ہنسی],Laughter] [Music
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,145,00:14:19.530,00:14:51.720,[موسیقی],] She was saying
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,146,00:14:51.720,00:14:54.600,تم ٹھیک کیا کر رہے تھے,"right,"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,147,00:14:54.600,00:14:57.660,ہم شکتی ہو ساڑی کا ریکارڈ کیسے توڑ سکتے ہیں؟,"how can you break your record, if you keep"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,148,00:14:57.660,00:15:00.600,اس طرح رات بھر کہاں آرام کرو گے؟,"resting like this all night, then how will the"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,149,00:15:00.600,00:15:02.280,نتیجہ آئے گا,"result come, if you"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,150,00:15:02.280,00:15:04.740,دن رات پڑھو گے تب ہی اس کا ریکارڈ توڑو گے۔,"study day and night, only then will you be able to break his record, only then will you get the"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,151,00:15:04.740,00:15:07.500,اگر آپ کر سکتے ہیں تو ہی میں وہاں پہلی پوزیشن حاصل کروں گا۔,"first position, I am feeling"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,152,00:15:07.500,00:15:12.420,مجھے بہت نیند آرہی ہے، کل صبح کر لینا,"very sleepy, do it tomorrow morning, I'm feeling"
kitni girhein baqi hein,1,https://www.youtube.com/watch?v=WxsFakLoSNA,153,00:15:12.420,00:15:15.560,مجھے نیند آرہی ہے۔,"sleepy,"
