Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence,Start Time,End Time
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,13.0,00:01:52.160,مجھے دنیا پور جانا ہے۔,I have to go to Duniyapur.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,14.0,00:01:54.200,مجھے وہاں تعینات کیا گیا ہے۔,I have been posted there.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,15.0,00:01:56.600,آپ کا کیا مطلب ہے؟,What do you mean?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,16.0,00:02:02.240,میں دنیا پور تھانے کا نیا ایس ایچ او ہوں۔,I am the new SHO of,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,17.0,00:02:07.280,کیا تمہاری ماں نے تم پر لعنت بھیجی ہے؟,Did your mother curse you?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,18.0,00:02:10.440,یا کسی بڑے جرم کی سزا کے طور پر جا رہے ہو,Or are you going as a punishment,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,19.0,00:02:14.880,ہہ؟,Huh?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,20.0,00:02:15.880,میں اپنی مرضی سے جا رہا ہوں۔,I am going by my will.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,21.0,00:02:18.480,سنا ہے وہاں بہت زیادہ جرائم ہوتے ہیں۔,I have heard there is a lot of crime there.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,22.0,00:02:20.720,وہاں کیا ہے اور کیا نہیں ہے,What is there and what isn’t is something,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,23.0,00:02:25.280,میں اتنا جانتا ہوں,I know this much,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,24.0,00:02:26.960,کہ پولیس والے اس بس میں جاتے ہیں،,"that the policemen go on this bus,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,25.0,00:02:29.360,لیکن وہ اکثر جنازے والی بس میں واپس آتے ہیں۔,but they often return on a funeral bus.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,26.0,00:02:34.360,اس بار مجرم,This time the criminal,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,27.0,00:02:42.520,ٹھیک ہے  ٹھیک ہے  یہ بھی درست ہے۔,Fine. Fine. This is also right.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,28.0,00:04:06.280,یہ کیا ہے؟,What is this?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,29.0,00:04:07.880,یہ صرف بائیس لاکھ ہے۔,This is just twenty-two hundred thousand.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,30.0,00:04:10.320,کیا تم لوگوں نے,Didn’t you guys send out,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,31.0,00:04:14.800,اس کے حساب سے,"According to that,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,32.0,00:04:17.160,کچھ رقم ابھی آنی ہے۔,Some money is yet to arrive.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,33.0,00:04:18.920,میں نے جو حاصل کیا وہ لے آیا۔,I brought what I received.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,34.0,00:04:20.360,آپ کو یہ سب اگلے ہفتے مل جائے گا۔,You will get it all next week.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,35.0,00:04:31.440,ہاں بیٹھو۔  بیٹھنا  کیا,"Yes, sit. sit.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,36.0,00:04:33.680,سب کچھ ٹھیک ہے؟,Is everything fine?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,37.0,00:04:35.960,سب کچھ ٹھیک ہے۔,Everything is fine.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,38.0,00:04:37.160,سب کی ادائیگی موصول ہو چکی ہے۔,Everyone’s payment has been received.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,39.0,00:04:39.880,ہم نے صرف,We just had to get,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,40.0,00:04:41.440,اس نے بائیس لاکھ دیے۔,he gave twenty-two hundred thousand.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,41.0,00:04:42.640,ارے لالہ۔,"Hey, Lala?",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,42.0,00:04:43.960,میں لایا ہوں استاد۔,"I brought it, master.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,43.0,00:04:46.240,یہ لو۔,Here you go.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,44.0,00:04:49.440,تو میں نے آپ سے رقم کے بارے میں بھی پوچھا۔,"So, I asked you about the money too.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,45.0,00:04:51.560,تم نے مجھ سے جھوٹ کیوں بولا؟,Why did you lie to me?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,46.0,00:04:54.160,میں کیسے نہیں کہہ سکتا، ماسٹر؟,"How can I say no to, Master?",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,47.0,00:04:56.600,کیا صحابی کہتے ہیں اہمیت ہے,"What Sahab says has importance,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,48.0,00:04:58.280,اور جو میں کہتا ہوں اس کی کوئی اہمیت نہیں؟,and what I say has no importance?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,49.0,00:05:00.880,-ہہ؟,-Huh?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,50.0,00:05:02.880,اسے چھوڑ دو۔,leave him.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,51.0,00:05:13.400,آپ کی بیٹی کی شادی اگلے ہفتے ہے، ٹھیک ہے؟,"Your daughter’s wedding is next week, right?",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,52.0,00:05:16.520,جی ہاں، ماسٹر.,"Yes, Master.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,53.0,00:05:20.400,رکھ لو۔,Keep it.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,54.0,00:05:25.800,اسے مجھ سے رکھو۔,Keep it from me.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,55.0,00:05:29.760,اگر آپ مزید چاہتے ہیں، تو,"If you want more,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,56.0,00:05:32.320,-ٹھیک ہے؟  -,-Okay?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,57.0,00:05:34.880,کوئی اور مسئلہ؟,Any other issue?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,58.0,00:05:37.600,نہیں کوئی,No.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,59.0,00:05:38.680,اور ضروری کام نہیں ہے۔,There is no other important work.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,60.0,00:05:42.000,ٹھیک ہے,Fine.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,61.0,00:05:45.600,صاحب، کھانا پیش کر دیا گیا ہے۔,"Sahab, the food has been served.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,62.0,00:05:47.560,ٹھیک ہے۔,Okay.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,63.0,00:05:58.720,کیا آپ اپنا دماغ کھو چکے ہیں؟,Have you lost your mind?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,64.0,00:06:00.960,میں نے آپ کو ایک بار کہا تھا کہ,I have told you once that,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,65.0,00:06:03.120,بہو سے اچھی طرح بات کرو۔,Talk properly with daughter-in-law.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,66.0,00:06:05.840,صاحب آپ کو,"Sahab, you shouldn’t have let",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,67.0,00:06:08.960,میری عزت کیسے ہوگی؟,How will I be respected?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,68.0,00:06:10.440,میں سارے کام سنبھالتا ہوں,"I take care of all the work,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,69.0,00:06:13.280,لیکن میری قدر یہاں بندے سے زیادہ کچھ نہیں۔,but my worth is nothing more than,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,70.0,00:06:15.880,آپ,You’re asking for respect,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,71.0,00:06:18.760,جس طرح سڑک پر ایک بھکاری,the same way a beggar on the street,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,72.0,00:06:22.960,میرا ہاتھ نہیں ٹوٹا صہیب۔,"My hand is not broken, Sahab.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,73.0,00:06:24.920,اگر گولی اس کے دماغ میں سے گزر جاتی تو,"Had the bullet gone through his brain,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,74.0,00:06:26.760,کوئی تاجر رقم کم نہ کرتا۔,"no trader would reduced the money, ever.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,75.0,00:06:31.320,کیا آپ جانتے ہیں کہ اصل خوف کیا ہے؟,Do you know what real fear is?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,76.0,00:06:37.480,گولی لگنے کا خوف,The fear of the bullet getting fired is,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,77.0,00:06:44.160,خوف ہوگا تو عزت ہوگی۔,"If there's fear, there will be respect.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,78.0,00:06:47.920,کیا آپ کچھ سمجھتے ہیں،,"Do you understand anything,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,79.0,00:06:49.600,یا آپ کا دماغ صرف [ __ ] سے بھرا ہوا ہے؟,or is your mind only filled with nonsense?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,80.0,00:06:59.200,بیٹھے رہیں۔,Remain seated.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,81.0,00:07:05.840,جاؤ اسے سمجھاؤ۔,"Go, make him understand.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,82.0,00:07:08.400,وہ باپ بننے والا ہے اور,He is about to be a father and,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,83.0,00:07:14.360,آپ کو لالہ سے پوچھنے کی ضرورت ہے,You need to ask Lala,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,84.0,00:07:17.760,انہوں نے صہیب کو دیا، آپ کو نہیں۔,"he gave it to Sahab, and not you.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,85.0,00:07:21.640,چلو رات کو لالہ کے گھر چلتے ہیں۔,Let’s go over to Lala’s home at night.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,86.0,00:07:23.600,سب کا دماغ خراب ہو گیا ہے انکل۔,"Everyone has lost their mind, Uncle.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,87.0,00:07:25.640,صحابی دونوں ہاتھوں سے سب کچھ دے رہے ہیں۔,Sahab is giving everything away,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,88.0,00:07:27.560,ہر ایک کو یہاں سے کپڑے، سامان,"Everyone will get clothes, supplies,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,89.0,00:07:29.920,گولیاں چلنا بھول جائیں،,"Forget about shooting bullets,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,90.0,00:07:33.080,ہم دنیا پور کو اس طرح کیسے کنٹرول کریں گے؟,How will we control Duniyapur like this?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,91.0,00:07:36.840,اگر ایسا ہی چلتا رہا تو,"If this continues,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,92.0,00:07:38.560,نواب صاحب,Nawab Sahab will take Duniyapur,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,93.0,00:07:43.680,دیکھو,"Look,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,94.0,00:07:45.280,دنیا پور کا ہر بچہ جانتا ہے,every child in Duniyapur knows,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,95.0,00:07:47.880,کہ تم دنیا پور کو صاحب کے پاس لے آئے۔,that you brought Duniyapur to Sahab.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,96.0,00:07:50.400,آپ کے بھائی کو دنیا پور سے کوئی دلچسپی نہیں،,"Your brother has no interest in Duniyapur,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,97.0,00:07:54.680,اس لیے آخر کار آپ کے پاس سب کچھ آئے گا۔,"so in the end, everything will come to you.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,98.0,00:07:58.840,اب، یہ آپ پر منحصر ہے کہ,"Now, it's up to you to decide",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,99.0,00:08:00.640,آپ کتنی جلدی,how quickly you can bridge the gap,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,100.0,00:08:06.560,مطلب؟,Meaning?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,101.0,00:08:25.360,ہم اتنی دیر سے یہاں کھڑے ہیں۔,We have been parked here for so long.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,102.0,00:08:26.840,ہم حرکت کیوں نہیں کر رہے؟,Why are we not moving?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,103.0,00:08:27.760,ایس ایچ او صاحب، بس,"Mr. SHO, sir, the bus will",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,104.0,00:08:31.800,بس یہاں سے گزرے گی۔,it will just pass from here.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,105.0,00:08:33.760,اگر آپ اندر جانا چاہتے ہیں تو,"If you want to go inside,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,106.0,00:08:35.240,اپنا بیگ اٹھائیں اور آگے بڑھیں۔,then pick up your bags and get moving.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,107.0,00:08:37.520,لیکن اس سے پہلے، آپ کو,"But before that, you will have to pay",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,108.0,00:08:40.760,تحفظ کی رقم کس کے لیے؟,Protection money for what?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,109.0,00:08:42.760,آپ نئے ہیں، ٹھیک ہے؟,"You are new, right?",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,110.0,00:08:44.560,جا کر خود ہی معلوم کریں۔,Go and find out yourself.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,111.0,00:08:54.480,آگے بڑھو۔,Go ahead.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,112.0,00:08:56.560,نیا پولیس والا آیا ہے تو کیا,"If the new policeman has come,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,113.0,00:08:59.600,اسے پوری دنیا پور میں لے جا کر,Take him around the entire Duniyapur,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,114.0,00:09:04.200,کام ختم کرو۔,Finish the work.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,115.0,00:09:05.640,یہ ریس کے لئے تقریبا وقت ہے.,It is almost time for the race.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,116.0,00:09:28.200,یہاں کیا ہو رہا ہے؟,What is going on here?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,117.0,00:09:29.280,آئیے ایس ایچ او صاحب۔,"Come, Mr. SHO.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,118.0,00:09:33.000,تم مجھے کیسے جانتے ہو؟,How do you know me?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,119.0,00:09:34.480,ایس ایچ او صاحب یہ دنیا پور کی سرحد ہے۔,"This is the border of Duniyapur, Mr. SHO.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,120.0,00:09:37.560,آپ یہاں سوال نہ کریں، ہم کرتے ہیں۔,"You don’t ask questions here, we do.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,121.0,00:09:46.120,ٹھیک ہے، آگے بڑھو، وہ آج تمہارا میزبان ہوگا۔  کیا,"Okay, go ahead, he will be your host today.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,122.0,00:09:49.160,آپ اپنے دماغ سے باہر ہیں؟  میں ایک ایس ایچ او ہوں۔,Are you out of your mind? I am an SHO.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,123.0,00:09:52.960,آپ اب تک ہیں۔  اگر آپ بہت بولیں گے تو,"You are till now. If you speak a lot,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,124.0,00:09:55.440,آپ ایس ایچ او نہیں رہیں گے۔,you won’t remain the SHO.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,125.0,00:10:02.480,میرا مقصد برا نہیں ہے۔,My aim is not bad.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,126.0,00:10:04.720,گولی,The bullet passed just,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,127.0,00:10:07.520,اگر آپ زیادہ بات کرتے ہیں تو,"If you talk too much,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,128.0,00:10:10.600,اسے لے جاؤ۔,Take him away.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,129.0,00:10:11.720,تم مجھے کہاں لے جا رہے ہو؟,Where are you taking me?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,130.0,00:10:13.000,تم مجھے کہاں لے جا رہے ہو؟,Where are you taking me?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,131.0,00:10:14.560,تم مجھے کہاں لے جا رہے ہو؟,Where are you taking me?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,132.0,00:10:16.160,چھوڑو...,Leave...,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,133.0,00:10:17.280,مجھے چھوڑ دو۔,Leave me.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,134.0,00:10:22.160,آج بھی خاک چاٹتے رہ جاؤ گے,"Even today, you'll be left licking",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,135.0,00:10:25.320,آپ جو کہتے ہیں اسے ذہن میں رکھیں۔,Mind what you say.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,136.0,00:10:27.800,نواب کا آخری بیٹا,What if the Nawab’s last son,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,137.0,00:10:35.000,گھر میں یہ خالی دھمکیاں دیں۔,Make these empty threats at home.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,138.0,00:10:38.760,میں بالکل جانتا ہوں کہ آپ کی کیا قیمت ہے۔,I know exactly what your worth is.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,139.0,00:10:41.080,ارے!,Hey!,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,140.0,00:10:45.600,آرام کرو، ماسٹر.,"Calm down, master.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,141.0,00:10:47.040,ابھی نہیں۔,Not right now.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,142.0,00:10:49.080,وہ آخری ہے،,"He is the last one,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,143.0,00:10:50.520,اسے مارتے وقت ہمیں مزہ آئے گا۔,we will have fun when killing him.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,144.0,00:10:53.360,ابھی، شہمیر بائیک ریس کا حصہ ہیں۔,"Right now, Shahmir is part of the bike race.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,145.0,00:13:43.520,اسے چاٹ لو۔,Lick it.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,146.0,00:13:46.280,آدمی بنو۔  ایک آدمی۔,Be a man. A man.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,147.0,00:13:49.080,تم نے شرط لگائی تھی، ٹھیک ہے؟,"You had made a bet, right?",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,148.0,00:13:51.920,اب اس پر عمل کریں۔,Now follow through on it.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,149.0,00:13:56.200,ورنہ گھر جا کر,"Otherwise, go home and sit under",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,150.0,00:14:00.760,اور یہ کہ نوروز آدم کے بیٹے,"and that the sons of Nauroz Adam,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,151.0,00:14:08.760,اسے چاٹ لو۔,Lick it.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,152.0,00:15:34.800,مبارک ہو نواب صاحب،,"Congratulations Mr. Nawab,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,153.0,00:15:36.680,آج ایک بار پھر,"today, once again,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,154.0,00:15:44.720,یہ وہ بھی نہیں ہے جسے آپ,This isn’t even what you’d call,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,155.0,00:15:46.640,ہم وہ ہیں جو واقعی مٹی کھاتے ہیں،,"We’re the ones truly eating dust,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,156.0,00:15:49.920,آہستہ آہستہ انہوں نے,Bit by bit they’ve slowly taken,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,157.0,00:15:56.440,اگر آج نواب صاحب حکم دیں تو,"If Mr. Nawab gives the order today,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,158.0,00:15:59.000,کل تک یہاں سب کی لاشیں,"by tomorrow, everyone’s bodies",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,159.0,00:16:01.080,آپ سے پہلے باقی تین بیٹے,"Before you, the other three sons",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=t-afjSfQslM,160.0,00:16:05.120,ان کی تصویریں دیوار پر لگی ہوئی ہیں۔,Their pictures are posted on the wall.,,
